X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
8.131914	-37.348597	-0.237647	38.224367	-77.716691	90.356219	-25.910551	-25.806587	-18.501415
8.056843	-38.530441	-0.263386	39.364666	-78.189436	90.383364	-25.900911	-25.798794	-18.501755

-12.191078	36.843733	0.131277	38.808508	108.308661	89.806186	-26.003902	-25.966034	-18.501833
-11.729923	36.322520	-0.033881	38.169592	107.897242	90.050858	-26.019619	-25.983047	-18.502022
-11.873632	35.844206	0.101248	37.759774	108.327796	89.846368	-26.027050	-25.991451	-18.501703
-11.253754	35.537485	0.028322	37.276810	107.571577	89.956469	-26.032282	-25.997677	-18.501842
-10.962047	34.690246	-0.136836	36.381292	107.536430	90.215500	-26.051275	-26.018757	-18.501759
-11.178682	34.123991	0.309304	35.909683	108.138285	89.506482	-26.085598	-26.054668	-18.501467
-10.762570	32.918553	0.086234	34.633387	108.104920	89.857338	-26.155008	-26.131817	-18.501701
-10.346459	31.925461	-0.254806	33.561126	107.956562	90.435011	-26.193861	-26.182014	-18.501530
-10.402226	31.312018	0.026177	32.994688	108.377103	89.954544	-26.198385	-26.212852	-18.502153
-9.831681	30.424026	-0.001707	31.973166	107.908506	90.003059	-26.174284	-26.190889	-18.502726
-9.089543	29.574643	-0.072489	30.940016	107.084415	90.134238	-26.168726	-26.185009	-18.502844
-9.005892	28.081788	0.345768	29.492583	107.781161	89.328255	-26.196043	-26.213449	-18.503729
-8.690590	27.260289	-0.130401	28.612352	107.682301	90.261128	-26.229221	-26.252207	-18.503426
-8.418187	25.988359	-0.089648	27.317919	107.948252	90.188026	-26.255627	-26.285755	-18.502911
-8.570476	25.196888	-0.310574	26.616399	108.785235	90.668571	-26.279205	-26.315454	-18.503103
-7.761846	24.394693	-0.100373	25.599949	107.649906	90.224647	-26.327845	-26.376270	-18.502956
-7.834773	23.309370	0.371507	24.593666	108.578586	89.134469	-26.380060	-26.443144	-18.502687
-7.066896	22.719521	-0.048895	23.793277	107.278280	90.117742	-26.419142	-26.493345	-18.502819
-7.206315	21.496924	0.221363	22.673723	108.532460	89.440613	-26.523396	-26.633995	-18.503096
-6.715131	20.694729	-0.151851	21.757478	107.977474	90.399884	-26.562668	-26.684343	-18.503056
-6.419134	20.034097	0.105538	21.037621	107.766001	89.712566	-26.642160	-26.794025	-18.503637
-6.226092	19.131092	0.090524	20.118924	108.027150	89.742200	-26.721933	-26.904421	-18.503809
-5.992298	18.099391	-0.244082	19.067123	108.318535	90.733473	-26.826752	-27.050877	-18.503624
-5.089292	16.784563	-0.400660	17.543745	106.867966	91.308621	-27.034954	-27.345613	-18.504347
-4.928424	16.083179	-0.066054	16.821485	107.036815	90.224988	-27.138977	-27.499535	-18.504070
-4.926279	15.115826	0.154871	15.899069	108.050896	89.441879	-27.355494	-27.820484	-18.504961
-4.761121	14.178502	-0.117532	14.957005	108.561979	90.450234	-27.536867	-28.090216	-18.504972
-4.508022	13.125352	-0.078924	13.878161	108.955501	90.325837	-27.843281	-28.565014	-18.505720
-3.868840	11.964958	-0.224777	12.576910	107.918486	91.024058	-28.460302	-29.568604	-18.506559
-3.770174	11.274298	-0.033881	11.888025	108.490158	90.163292	-28.819319	-30.150990	-18.506701
-3.375511	10.480682	0.017597	11.010862	107.852182	89.908432	-29.479631	-31.254631	-18.506321
-2.699865	9.395359	-0.072489	9.775853	106.032619	90.424858	-30.401129	-32.984592	-18.505524
-2.511114	8.380818	0.004728	8.748933	106.679599	89.969039	-31.416893	-35.100487	-18.504107
-2.223696	7.353408	-0.126112	7.683315	106.825499	90.940478	-31.242767	-35.343159	-18.502508
-2.041379	6.559792	0.142002	6.871555	107.285916	88.815890	-30.470453	-34.454376	-18.501646
-1.674600	5.566700	0.111973	5.814205	106.742575	88.896499	-28.149332	-30.901909	-18.502197
-1.243474	4.477088	-0.181879	4.650120	105.522188	92.241570	-26.903502	-28.580042	-18.502462
-1.164112	3.486141	0.197769	3.680686	108.465491	86.919920	-26.227173	-27.123823	-18.502363
-0.936752	2.400818	0.253537	2.589539	111.314753	84.381276	-25.942600	-26.368494	-18.501659
-0.256816	1.705868	0.124842	1.729603	98.561518	85.860800	-25.872740	-26.030172	-18.501213
-0.203194	0.172259	-0.113242	0.289456	139.710067	113.030686	-25.977942	-25.797136	-18.500776
0.230077	-0.273881	0.075510	0.365579	-49.967625	78.079877	-26.146090	-25.797346	-18.500488
0.444568	-1.269118	0.054061	1.345817	-70.694800	87.697849	-26.469210	-25.911560	-18.500729
0.624740	-2.215022	0.024032	2.301565	-74.249054	89.401734	-27.045765	-26.196442	-18.500084
1.092330	-2.811306	-0.046750	3.016424	-68.766415	90.888035	-27.341587	-26.367319	-18.500114
1.272502	-3.843006	-0.113242	4.049788	-71.679180	91.602342	-33.902542	-31.398746	-18.504637
1.643571	-5.054879	-0.068199	5.315804	-71.988298	90.735097	-32.090557	-30.319202	-18.504847
2.100436	-6.157361	-0.156140	6.507634	-71.164154	91.374853	-30.447628	-29.181522	-18.505220
2.154059	-7.028193	0.017597	7.350903	-72.960311	89.862841	-29.510176	-28.538467	-18.504885
2.668837	-7.596593	-0.186169	8.053917	-70.642595	91.324529	-28.932859	-28.128849	-18.505823
2.857588	-8.739829	-0.104663	9.195726	-71.894243	90.652135	-28.360794	-27.705397	-18.505548
2.776082	-9.561328	-0.362051	9.962766	-73.809619	92.082613	-28.011904	-27.446569	-18.505199
3.091383	-10.472913	-0.329878	10.924623	-73.554511	91.730355	-27.622894	-27.171732	-18.505285
3.812072	-11.568961	0.137712	12.181614	-71.762505	89.352263	-27.421637	-27.011059	-18.505430
4.159547	-12.266056	-0.166865	12.953216	-71.267669	90.738111	-27.229597	-26.867085	-18.505123
4.708643	-13.420016	0.202059	14.223536	-70.665702	89.186031	-27.023437	-26.709845	-18.504709
4.961742	-14.769162	-0.136836	15.580942	-71.430079	90.503194	-26.858130	-26.581331	-18.504660
5.131190	-15.048000	0.118408	15.899227	-71.171232	89.573292	-26.814667	-26.546114	-18.504559
5.272754	-16.030367	0.060495	16.875374	-71.792785	89.794604	-26.695057	-26.453196	-18.504900
5.607359	-17.062067	-0.066054	17.959983	-71.807162	90.210726	-26.601555	-26.379150	-18.504360
6.017036	-17.962928	-0.121822	18.944296	-71.480713	90.368445	-26.525387	-26.318409	-18.504229
5.974138	-18.900253	-0.166865	19.822657	-72.458893	90.482315	-26.464151	-26.264889	-18.504633
6.358076	-20.043488	-0.402805	21.031614	-72.400240	91.097415	-26.408167	-26.222849	-18.504564
6.647639	-20.845683	-0.211908	21.881008	-72.312641	90.554893	-26.369413	-26.189903	-18.503857
7.153837	-21.740109	-0.342747	22.889456	-71.785606	90.857980	-26.316612	-26.143620	-18.503807
7.134533	-22.902649	-0.344892	23.990661	-72.697373	90.823718	-26.277807	-26.109919	-18.503475
7.827338	-24.622864	-0.237647	25.838133	-72.365112	90.526987	-26.256580	-26.081495	-18.503544
8.760372	-25.004658	-0.081069	26.494973	-70.692110	90.175312	-26.265051	-26.080217	-18.503252
8.408607	-25.693173	-0.166865	27.034638	-71.878275	90.353647	-26.299433	-26.090612	-18.502728
8.419332	-26.662671	-0.070344	27.960474	-72.475328	90.144147	-26.318161	-26.082493	-18.502342
8.397883	-27.612865	-0.145416	28.862014	-73.083944	90.288675	-26.237906	-26.026478	-18.502026
9.099267	-28.217728	0.219218	29.649366	-72.127236	89.576369	-26.198824	-26.004133	-18.502590
9.732015	-29.315921	-0.239792	30.890012	-71.635366	90.444778	-26.114204	-25.954744	-18.502758
9.895028	-30.261825	0.259972	31.839554	-71.893262	89.532172	-26.075844	-25.930679	-18.503254
10.424820	-31.598102	-0.008142	33.273367	-71.741286	90.014020	-26.039968	-25.907141	-18.502661
10.907424	-32.713453	-0.250516	34.484847	-71.560418	90.416231	-26.008245	-25.882923	-18.502975
11.377159	-33.657212	0.142002	35.528409	-71.323187	89.770997	-25.997211	-25.875406	-18.502705
11.488694	-35.143633	-0.282690	36.974923	-71.897078	90.438056	-25.975779	-25.857639	-18.502668
11.555186	-35.651976	0.199914	37.478336	-72.041937	89.694376	-25.957802	-25.843269	-18.503040
11.928400	-36.488489	-0.267675	38.389689	-71.896988	90.399503	-25.952723	-25.839376	-18.503231
11.941269	-37.327148	-0.145416	39.190956	-72.260088	90.212593	-25.943596	-25.831539	-18.502337

-15.642234	35.166416	0.167741	38.488757	113.979787	89.750294	-26.089233	-26.095896	-18.502689
-16.060491	34.902592	0.274986	38.421425	114.709608	89.589925	-26.084486	-26.090097	-18.502396
-15.112442	34.381380	-0.066054	37.556218	113.728038	90.100772	-26.092907	-26.099949	-18.502682
-15.181079	34.136860	-0.400660	37.362426	113.975299	90.614429	-26.085690	-26.090235	-18.502951
-14.990182	33.673560	-0.231212	36.860110	113.996801	90.359401	-26.083944	-26.086794	-18.503769
-14.166538	33.064407	-0.344892	35.973111	113.192848	90.549332	-26.090736	-26.094858	-18.503460
-14.544041	32.000533	0.013307	35.150582	114.441498	89.978309	-26.097374	-26.100094	-18.503250
-13.855526	30.617068	-0.216198	33.606952	114.348776	90.368593	-26.126373	-26.133055	-18.503876
-13.385792	30.100146	-0.070344	32.942421	113.975123	90.122347	-26.135836	-26.146561	-18.503357
-12.716581	28.680217	-0.027446	31.373030	113.912118	90.050124	-26.180992	-26.202183	-18.503618
-12.341222	27.828689	-0.147561	30.442790	113.915907	90.277722	-26.201267	-26.227581	-18.504374
-11.918675	27.603474	0.204204	30.067396	113.353804	89.610870	-26.217636	-26.247524	-18.504667
-11.706330	26.451659	0.002583	28.926258	113.872054	89.994884	-26.242914	-26.279272	-18.504335
-11.496129	25.531494	-0.192604	28.000987	114.240726	90.394110	-26.286560	-26.337770	-18.504597
-11.069292	24.626343	-0.407094	27.002810	114.203435	90.863824	-26.329889	-26.393946	-18.504440
-9.947506	23.410181	-0.055330	25.436047	113.021717	90.124633	-26.402510	-26.489845	-18.504911
-9.966810	22.144686	-0.162575	24.284786	114.231406	90.383571	-26.478535	-26.592991	-18.504948
-9.808087	21.805791	-0.029591	23.910080	114.217871	90.070909	-26.494528	-26.613186	-18.505713
-9.760899	20.904930	-0.057475	23.071509	115.028742	90.142733	-26.551575	-26.691078	-18.505703
-9.372671	19.999779	-0.136836	22.087481	115.109607	90.354961	-26.639210	-26.816019	-18.505657
-8.727054	19.367031	-0.096083	21.242707	114.256990	90.259156	-26.693823	-26.890493	-18.505495
-8.070712	18.457591	0.041191	20.144993	113.617695	89.882845	-26.818583	-27.066565	-18.505537
-7.613847	16.881084	-0.151851	18.519307	114.276723	90.469807	-26.996964	-27.326788	-18.505850
-7.285676	16.540044	-0.106807	18.073891	113.772873	90.338591	-27.108843	-27.487434	-18.505850
-7.049737	15.675647	-0.083214	17.188124	114.214661	90.277389	-27.279564	-27.751307	-18.505909
-5.968704	14.774786	0.088379	15.935104	111.997675	89.682225	-27.495592	-28.076378	-18.506266
-6.256121	13.646565	0.017597	15.012265	114.628580	89.932839	-27.689383	-28.385675	-18.506430
-5.664127	13.026687	0.019742	14.204833	113.499860	89.920370	-28.066092	-28.983032	-18.506418
-4.662455	11.636787	-0.098228	12.536465	111.834257	90.448938	-28.607416	-29.848551	-18.506357
-4.724658	10.746651	-0.123967	11.740028	113.732212	90.605016	-29.211609	-30.910280	-18.507195
-4.405066	9.674197	0.088379	10.630264	114.481758	89.523643	-30.055073	-32.556419	-18.506037
-4.158402	8.786206	-0.087503	9.720976	115.327613	90.515755	-30.379578	-33.236900	-18.505480
-3.173890	8.063372	0.019742	8.665560	111.485501	89.869468	-30.908176	-34.358292	-18.504513
-2.905776	6.847210	0.105538	7.439016	112.995096	89.187110	-30.585096	-34.494453	-18.502756
-2.686996	5.688960	-0.153995	6.293483	115.282191	91.402112	-28.259718	-31.188263	-18.501801
-2.277319	5.281428	0.086234	5.752138	113.325405	89.141009	-27.239889	-29.330273	-18.502069
-2.052104	4.221844	-0.430688	4.713872	115.922908	95.242207	-26.423206	-27.654522	-18.502909
-1.161967	3.130086	-0.096083	3.340185	110.366200	91.648384	-25.995453	-26.544310	-18.502258
-1.151243	2.179892	-0.027446	2.465369	117.839387	90.637863	-25.868998	-26.083555	-18.501703
-0.662204	1.420595	-0.136836	1.573318	114.992360	94.989490	-25.864021	-25.906979	-18.501253
-0.447713	0.697762	0.002583	0.829051	122.685934	89.821504	-25.924311	-25.802120	-18.501570
0.099238	0.122927	-0.025301	0.159998	51.086225	99.098575	-26.060991	-25.774897	-18.500883
0.543234	-0.651385	0.234233	0.879926	-50.172987	74.561976	-26.212208	-25.811993	-18.500933
1.049432	-1.616593	-0.046750	1.927917	-57.009869	91.389502	-26.660460	-26.009951	-18.501181
0.877839	-2.710495	-0.153995	2.853262	-72.054586	93.093855	-34.661869	-31.590836	-18.502733
1.819453	-3.628516	-0.042460	4.059352	-63.369353	90.599317	-33.551811	-31.095854	-18.504568
2.149769	-4.540101	0.311449	5.032994	-64.662123	86.452182	-32.003994	-30.112125	-18.505821
2.651677	-5.595395	0.307160	6.199531	-64.643564	87.160083	-30.842499	-29.341684	-18.505747
2.761068	-6.511270	0.129132	7.073670	-67.020901	88.953988	-29.817673	-28.715876	-18.506083
2.703155	-7.270567	-0.259096	7.761142	-69.605156	91.913102	-29.195799	-28.267988	-18.506849
3.355207	-8.014850	-0.147561	8.690052	-67.284656	90.972953	-28.638861	-27.872343	-18.506599
3.638334	-9.110898	-0.121822	9.811257	-68.231259	90.711433	-28.276226	-27.614714	-18.506241
4.597108	-10.612332	-0.048895	11.565353	-66.578442	90.242231	-27.681705	-27.185131	-18.506252
4.987481	-11.298703	-0.098228	12.350923	-66.182345	90.455683	-27.471720	-27.023933	-18.506006
5.264174	-12.150231	-0.190459	13.242957	-66.574984	90.824050	-27.284803	-26.890438	-18.505703
6.066369	-12.737935	-0.278400	14.111461	-64.534141	91.130442	-27.148741	-26.785286	-18.505835
6.559698	-14.061343	0.120553	15.516621	-64.990677	89.554850	-26.988731	-26.665457	-18.505423
6.379526	-14.848524	-0.044605	16.161033	-66.749686	90.158139	-26.890261	-26.593245	-18.505196
6.924332	-15.785848	-0.003852	17.237731	-66.315738	90.012803	-26.768864	-26.499327	-18.505001
7.921714	-16.954822	0.135567	18.714644	-64.956852	89.584952	-26.644855	-26.400953	-18.504681
8.114755	-17.523222	-0.286980	19.313077	-65.151816	90.851409	-26.595539	-26.363935	-18.504648
8.601649	-18.672893	-0.076779	20.558968	-65.266887	90.213975	-26.507914	-26.295076	-18.504211
8.959849	-19.185525	0.350058	21.177483	-64.966915	89.052874	-26.467308	-26.262487	-18.504757
8.983442	-20.215081	0.259972	22.122823	-66.039967	89.326685	-26.420609	-26.225540	-18.504389
9.185064	-21.088058	-0.218343	23.002592	-66.464101	90.543865	-26.365690	-26.180206	-18.504219
9.599031	-22.063990	-0.014576	24.061614	-66.488351	90.034710	-26.326384	-26.149387	-18.504009
10.680064	-22.836157	0.073365	25.210300	-64.935345	89.833263	-26.293547	-26.120285	-18.504030
11.141219	-24.344026	0.060495	26.772412	-65.408458	89.870534	-26.237429	-26.073736	-18.503965
11.061857	-24.818051	0.169886	27.172214	-65.976596	89.641774	-26.218493	-26.058132	-18.503294
11.576635	-25.851896	-0.274110	28.326915	-65.876877	90.554441	-26.197052	-26.039007	-18.503952
11.891936	-27.125971	0.047626	29.618216	-66.327513	89.907869	-26.182013	-26.022869	-18.503195
12.906477	-28.065440	0.302870	30.892358	-65.303678	89.438261	-26.172926	-26.013084	-18.503748
13.041606	-28.453668	0.142002	31.300398	-65.375866	89.740063	-26.179495	-26.011356	-18.502914
13.283981	-29.536846	0.259972	32.387606	-65.784516	89.540088	-26.204693	-26.016836	-18.502645
13.367632	-30.347621	-0.040315	33.161322	-66.227291	90.069656	-26.220015	-26.010307	-18.501793
13.764440	-31.192714	-0.038170	34.094672	-66.189523	90.064145	-26.179098	-25.981396	-18.501518
13.575688	-32.095720	-0.351327	34.850509	-67.072851	90.577607	-26.105728	-25.939713	-18.502459
15.059964	-33.393389	0.030467	36.632251	-65.725273	89.952348	-26.062593	-25.912821	-18.502121
15.261585	-34.084049	0.124842	37.345066	-65.878918	89.808463	-26.035769	-25.896130	-18.501709
15.684132	-35.729192	-0.334168	39.021518	-66.299848	90.490668	-26.006338	-25.874977	-18.502422
16.038041	-36.319042	0.009017	39.702539	-66.174338	89.986987	-25.991329	-25.864515	-18.502441

-19.149156	33.390433	0.150581	38.491997	119.833940	89.775857	-26.086082	-26.087008	-18.502922
-19.648920	32.817743	-0.188314	38.250748	120.910162	90.282077	-26.092121	-26.094988	-18.502975
-19.850541	32.641860	0.081944	38.203949	121.305099	89.877105	-26.094845	-26.098648	-18.503210
-19.277851	32.354443	0.266406	37.663198	120.787889	89.594721	-26.098385	-26.103010	-18.503546
-18.479945	31.453582	0.444434	36.483335	120.435544	89.302016	-26.118753	-26.130526	-18.503843
-18.003776	30.664256	0.339333	35.560479	120.418295	89.453251	-26.130651	-26.145805	-18.503317
-17.319551	30.644952	0.144147	35.200862	119.473751	89.765375	-26.146727	-26.165524	-18.503160
-17.012829	29.514586	0.193479	34.067353	119.960055	89.674597	-26.172274	-26.198065	-18.503469
-16.521645	28.587986	0.000438	33.018748	120.024591	89.999240	-26.196987	-26.229780	-18.503778
-15.818116	27.554141	-0.402805	31.774294	119.859013	90.726361	-26.236053	-26.282444	-18.503687
-15.035225	26.618962	0.560259	30.576805	119.459125	88.950111	-26.277548	-26.335768	-18.504190
-15.294759	25.651609	0.073365	29.865365	120.805489	89.859252	-26.304670	-26.372545	-18.504234
-14.496853	24.806515	0.227798	28.732801	120.301887	89.545746	-26.341129	-26.421551	-18.504412
-13.926308	24.163043	0.139857	27.889322	119.956888	89.712677	-26.366587	-26.458359	-18.504488
-13.390081	23.362993	-0.066054	26.928202	119.818407	90.140545	-26.408274	-26.512884	-18.504835
-12.785218	21.805791	0.315739	25.279517	120.384040	89.284362	-26.503311	-26.647869	-18.504829
-12.135311	21.462605	0.446579	24.659859	119.484534	88.962344	-26.542507	-26.702574	-18.505407
-11.865053	20.570324	0.015452	23.746957	119.976536	89.962717	-26.628258	-26.831184	-18.505661
-11.382449	19.826041	-0.046750	22.861195	119.860825	90.117167	-26.682247	-26.905983	-18.505501
-10.314285	18.225941	-0.003852	20.942049	119.506057	90.010539	-26.818844	-27.108120	-18.506214
-10.168431	17.876321	0.054061	20.566059	119.632139	89.849390	-26.877298	-27.191116	-18.506901
-9.370526	16.941142	-0.031736	19.360011	118.947967	90.093922	-26.975571	-27.343149	-18.506485
-8.967283	15.945905	0.354348	18.297804	119.351508	88.890365	-27.216160	-27.729904	-18.506954
-8.716329	15.040754	-0.138981	17.384418	120.092897	90.458060	-27.351229	-27.939062	-18.507465
-8.403173	14.832698	0.281421	17.049969	119.532868	89.054253	-27.399229	-28.022198	-18.507389
-7.963467	14.004764	-0.072489	16.110726	119.623667	90.257799	-27.630539	-28.405939	-18.507774
-7.452979	13.191844	-0.063909	15.151757	119.465089	90.241671	-27.868204	-28.793297	-18.508268
-7.015418	12.102232	0.148436	13.989358	120.099999	89.392042	-28.194487	-29.392305	-18.509077
-6.202498	10.448508	-0.222632	12.152855	120.694437	91.049680	-29.029581	-30.923248	-18.508772
-5.625518	10.032397	-0.111097	11.502512	119.280886	90.553401	-29.321150	-31.447197	-18.507816
-5.290913	9.090782	-0.059620	10.518538	120.199771	90.324757	-29.682138	-32.262650	-18.507175
-4.671035	8.473049	-0.063909	9.675496	118.867133	90.378457	-30.031660	-33.139408	-18.506575
-4.390052	7.548594	-0.068199	8.732610	120.181089	90.447468	-29.960217	-33.420525	-18.504850
-3.858115	6.383910	-0.186169	7.461502	121.146662	91.429713	-28.480705	-31.588589	-18.503057
-3.731566	5.819799	-0.308429	6.920244	122.667367	92.554465	-27.596577	-30.234932	-18.503099
-2.989428	5.051923	0.094814	5.870911	120.614527	89.074647	-26.979683	-28.918781	-18.503725
-2.210827	4.236858	0.204204	4.783348	117.555915	87.553265	-26.311562	-27.412449	-18.503778
-1.539471	3.031420	0.182755	3.404832	116.923196	86.923160	-26.024319	-26.660318	-18.503410
