X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
-0.865970	-4.623752	0.013307	4.704165	-100.607881	89.837919	-37.254112	-32.360264	-18.497698
-0.694377	-5.415223	-0.021011	5.459601	-97.306989	90.220503	-30.733299	-29.513477	-18.500885
-0.529220	-6.586342	-0.196894	6.610503	-94.593908	91.706805	-29.411966	-28.560745	-18.500580
-0.938897	-7.339204	-0.096083	7.399641	-97.290192	90.743996	-28.874626	-28.147480	-18.499983
-0.947476	-7.911895	0.099104	7.969041	-96.828846	89.287447	-28.401247	-27.829243	-18.499983
-1.005389	-9.018667	-0.066054	9.074774	-96.360994	90.417053	-27.907475	-27.434996	-18.498943
-0.840231	-9.983875	0.163451	10.020502	-94.810609	89.065371	-27.556803	-27.169268	-18.499041
-1.084751	-10.989836	-0.175444	11.044635	-95.637114	90.910184	-27.242672	-26.925060	-18.499208
-1.108344	-11.925015	-0.018866	11.976426	-95.309976	90.090257	-27.048443	-26.770767	-18.498024
-1.232749	-12.828021	-0.158285	12.888090	-95.489163	90.703697	-26.912638	-26.662582	-18.498709
-1.219880	-13.763201	-0.153995	13.818014	-95.065085	90.638548	-26.769915	-26.545454	-18.497995
-1.736802	-14.721974	0.066930	14.824219	-96.728282	89.741314	-26.675825	-26.467958	-18.497948
-1.556630	-15.760109	0.369362	15.841104	-95.640823	88.663932	-26.580002	-26.385283	-18.497536
-1.738947	-16.946242	0.262117	17.037247	-95.858928	89.118475	-26.537485	-26.334719	-18.497015
-1.575934	-18.010116	0.039046	18.078976	-95.000799	89.876255	-26.625540	-26.373480	-18.495962
-2.180798	-18.941006	-0.029591	19.066160	-96.567906	90.088924	-26.523266	-26.264103	-18.494335
-2.024220	-19.728187	0.197769	19.832749	-95.858359	89.428645	-26.357759	-26.166197	-18.495255
-2.328797	-21.585676	-0.222632	21.712077	-96.157607	90.587513	-26.191687	-26.054062	-18.496401
-2.708445	-22.059701	0.002583	22.225347	-96.999627	89.993342	-26.160185	-26.028673	-18.496376
-2.834995	-23.149313	0.120553	23.322573	-96.981996	89.703841	-26.129406	-26.004866	-18.495960
-2.637663	-23.968668	0.120553	24.113665	-96.279919	89.713557	-26.101976	-25.982359	-18.495752
-2.699865	-24.734399	0.034756	24.881338	-96.229417	89.919964	-26.079838	-25.963663	-18.495546
-2.633373	-25.793983	0.056205	25.928120	-95.829275	89.875797	-26.054869	-25.941893	-18.495783
-2.545432	-26.982262	-0.289125	27.103603	-95.389176	90.611208	-26.027000	-25.919554	-18.496113
-2.905776	-28.108338	-0.164720	28.258615	-95.902143	90.333980	-26.006948	-25.902676	-18.495878
-2.970124	-29.702004	-0.525064	29.854754	-95.710447	91.007730	-25.979061	-25.878241	-18.495876
-3.304729	-30.251100	-0.036026	30.431096	-96.234456	90.067829	-25.964722	-25.866137	-18.495796
-3.013022	-31.003962	-0.001707	31.150024	-95.550678	90.003140	-25.956030	-25.859335	-18.495699
-3.098818	-32.310211	-0.271965	32.459611	-95.478386	90.480063	-25.942707	-25.847105	-18.495487
-3.171745	-33.236810	0.195624	33.388378	-95.451153	89.664299	-25.936445	-25.842495	-18.495415
-3.802348	-34.347872	-0.106807	34.557858	-96.316986	90.177084	-25.916952	-25.825451	-18.495588
-3.888144	-34.933432	-0.100373	35.149287	-96.350968	90.163615	-25.912167	-25.821545	-18.495525
-3.602871	-36.151739	0.131277	36.331063	-95.691287	89.792969	-25.904789	-25.813526	-18.495562
-3.958926	-36.973238	0.006873	37.184587	-96.111685	89.989410	-25.898584	-25.809015	-18.495169
-3.843101	-37.897693	-0.162575	38.092401	-95.790413	90.244534	-25.892395	-25.803902	-18.495405
-4.398632	-38.877916	-0.297704	39.127087	-96.454972	90.435948	-25.884653	-25.796919	-18.495327

-0.561393	38.315139	0.367217	38.321011	90.839437	89.450946	-25.947769	-25.884462	-18.495533
0.049905	38.817047	-0.014576	38.817082	89.926338	90.021516	-25.943371	-25.878832	-18.495834
0.245092	38.611136	0.463738	38.614699	89.636309	89.311898	-25.947426	-25.883001	-18.495188
0.152861	37.759608	0.290000	37.761031	89.768053	89.559971	-25.958961	-25.895603	-18.495453
-0.224643	37.109701	-0.171155	37.110776	90.346835	90.264249	-25.970640	-25.910648	-18.495401
0.109963	36.045827	0.326464	36.047474	89.825212	89.481094	-25.981415	-25.921417	-18.495449
0.137846	35.112793	-0.192604	35.113592	89.775068	90.314278	-25.995424	-25.936708	-18.495804
0.155006	33.765791	0.212784	33.766818	89.736979	89.638945	-26.012959	-25.956324	-18.496290
0.249382	32.957161	0.195624	32.958686	89.566460	89.659922	-26.022125	-25.967260	-18.496479
0.109963	32.009113	0.427274	32.012153	89.803170	89.235236	-26.043146	-25.990961	-18.495720
-0.098093	30.647097	-0.068199	30.647330	90.183388	90.127500	-26.073679	-26.026657	-18.496061
0.260106	29.823453	0.204204	29.825286	89.500306	89.607711	-26.091618	-26.047840	-18.495764
0.382366	28.813201	0.154871	28.816155	89.239701	89.692065	-26.114285	-26.073456	-18.495571
0.215063	27.313911	-0.040315	27.314788	89.548876	90.084566	-26.162817	-26.129993	-18.495901
0.365207	26.531020	0.242812	26.534645	89.211358	89.475692	-26.193758	-26.165834	-18.495741
0.105673	25.825346	0.051916	25.825614	89.765557	89.884822	-26.247530	-26.224600	-18.495859
-0.241802	24.941644	-0.001707	24.942817	90.555449	90.003921	-26.341316	-26.318493	-18.495071
0.427409	23.704033	0.137712	23.708286	88.967008	89.667190	-26.501101	-26.498127	-18.494419
0.212918	22.773144	0.066930	22.774237	89.464327	89.831616	-26.469635	-26.524651	-18.495806
0.157151	21.662082	-0.048895	21.662707	89.584347	90.129323	-26.436110	-26.482616	-18.497473
-0.070210	20.887770	-0.066054	20.887993	90.192586	90.181187	-26.479982	-26.535534	-18.497877
0.178600	19.871084	0.088379	19.872084	89.485044	89.745182	-26.540207	-26.610720	-18.498018
-0.093804	18.890862	0.021887	18.891108	90.284503	89.933618	-26.630316	-26.729263	-18.498287
-0.186035	17.458064	-0.126112	17.459511	90.610525	90.413856	-26.809938	-26.965809	-18.498566
-0.186035	16.741665	-0.081069	16.742895	90.636648	90.277426	-26.904503	-27.095905	-18.498741
-0.065920	15.591995	-0.196894	15.593378	90.242233	90.723478	-27.152109	-27.434443	-18.499605
-0.361917	14.594614	-0.362051	14.603589	91.420528	91.420619	-27.296501	-27.637800	-18.499819
-0.529220	13.805288	-0.130401	13.816043	92.195334	90.540789	-27.547407	-27.993563	-18.499950
-0.273976	12.840080	-0.001707	12.843002	91.222365	90.007616	-27.782938	-28.331776	-18.500147
-0.104528	12.046464	-0.018866	12.046932	90.497147	90.089729	-28.268869	-29.041870	-18.500795
0.037036	11.152038	0.176320	11.153493	89.809722	89.094201	-28.924179	-30.061296	-18.500929
0.300859	10.021672	0.049771	10.026311	88.280447	89.715582	-29.583265	-31.088015	-18.500383
0.062775	9.011421	0.257827	9.015327	89.600877	88.361191	-30.914772	-33.347618	-18.500763
0.324453	7.546449	0.103393	7.554129	87.538132	89.215768	-33.223362	-37.605724	-18.499170
0.114252	6.667038	0.139857	6.669483	89.018223	88.798439	-32.886120	-37.659374	-18.498835
0.245092	5.779046	-0.179734	5.787033	87.571517	91.779785	-30.942106	-34.759220	-18.498695
-0.040181	5.165603	-0.078924	5.166362	90.445669	90.875310	-28.847101	-31.839554	-18.499432
0.075644	3.990194	-0.186169	3.995251	88.913945	92.670812	-27.191275	-28.880106	-18.499685
0.247237	2.881277	-0.402805	2.919783	85.095576	97.929646	-26.272932	-27.022038	-18.499090
0.071354	1.909634	-0.138981	1.916014	87.860114	94.159693	-26.008951	-26.347607	-18.498461
0.067064	0.974455	0.088379	0.980750	86.062965	84.829849	-25.952459	-25.997704	-18.498167
0.084224	-0.239563	0.461593	0.526832	-70.629705	28.816580	-26.264366	-25.881798	-18.498465
-0.023022	-1.138279	0.150581	1.148426	-91.158645	82.465698	-26.612808	-26.003952	-18.498369
-0.046616	-2.215022	-0.104663	2.217983	-91.205623	92.704688	-27.407228	-26.385059	-18.498152
-0.715827	-2.890668	-0.235502	2.987278	-103.908566	94.521602	-29.668097	-27.528175	-18.497271
-0.048760	-4.902590	0.373652	4.917050	-90.569837	85.641834	-31.579142	-30.069460	-18.502119
-0.520640	-5.588960	-0.059620	5.613475	-95.322033	90.608538	-30.361897	-29.242796	-18.501984
0.073499	-6.322519	0.030467	6.323019	-89.333967	89.723927	-29.706102	-28.778805	-18.502260
0.159295	-7.113989	0.525940	7.135183	-88.717255	85.772848	-29.208227	-28.394272	-18.502048
-0.158151	-8.077052	0.223508	8.081692	-91.121723	88.415219	-28.516819	-27.880978	-18.501429
-0.357627	-8.984348	0.041191	8.991557	-92.279488	89.737522	-28.011883	-27.505207	-18.502552
0.195759	-10.575869	-0.130401	10.578484	-88.939579	90.706306	-27.456600	-27.080709	-18.501236
-0.183890	-11.403803	0.202059	11.407075	-90.923831	88.985039	-27.279146	-26.940142	-18.501131
-0.134557	-12.107333	0.024032	12.108104	-90.636740	89.886281	-27.068338	-26.776873	-18.501093
-0.048760	-13.164772	-0.286980	13.167989	-90.212215	91.248788	-26.917971	-26.656164	-18.500416
0.092803	-13.932648	0.090524	13.933251	-89.618367	89.627748	-26.788368	-26.552015	-18.501070
0.094948	-15.009392	0.069075	15.009851	-89.637556	89.736326	-26.670687	-26.457157	-18.500530
0.296570	-16.161207	-0.008142	16.163930	-88.948700	90.028860	-26.575731	-26.376400	-18.500181
0.067064	-17.853538	-0.156140	17.854347	-89.784777	90.501071	-26.477057	-26.286020	-18.499744
0.410250	-18.784428	-0.033881	18.788938	-88.748866	90.103317	-26.495361	-26.280306	-18.498899
0.064920	-19.312075	0.268551	19.314051	-89.807395	89.203308	-26.585886	-26.312904	-18.497683
-0.061630	-20.067082	0.296435	20.069366	-90.175966	89.153681	-26.508245	-26.232542	-18.496756
0.493901	-21.354026	0.118408	21.360065	-88.675032	89.682384	-26.346634	-26.141254	-18.497824
0.208628	-22.169091	-0.091793	22.170262	-89.460818	90.237227	-26.262495	-26.090982	-18.497982
0.011297	-23.183632	-0.211908	23.184603	-89.972081	90.523692	-26.185488	-26.038408	-18.498281
-0.059485	-24.241071	0.019742	24.241152	-90.140597	89.953338	-26.136824	-26.000675	-18.498245
0.320164	-26.032068	-0.151851	26.034480	-89.295366	90.334189	-26.081339	-25.957279	-18.498913
-0.314729	-26.829974	-0.175444	26.832393	-90.672077	90.374633	-26.048874	-25.930998	-18.498571
0.517495	-27.479880	-0.100373	27.484936	-88.921146	90.209240	-26.035782	-25.919567	-18.498459
0.045615	-28.237032	0.088379	28.237208	-89.907442	89.820671	-26.018717	-25.905113	-18.498207
-0.065920	-29.240849	0.039046	29.240949	-90.129166	89.923491	-25.996582	-25.886965	-18.498838
-0.160296	-30.193188	-0.008142	30.193614	-90.304180	90.015450	-25.983301	-25.875196	-18.498264
-0.153861	-31.021122	-0.218343	31.022272	-90.284178	90.403266	-25.962025	-25.857637	-18.498714
0.122832	-32.082851	-0.138981	32.083387	-89.780639	90.248199	-25.950439	-25.847914	-18.498575
0.245092	-33.268984	-0.235502	33.270720	-89.577911	90.405563	-25.933569	-25.833050	-18.498306
-0.072354	-34.558073	-0.222632	34.558866	-90.119960	90.369109	-25.914448	-25.816671	-18.498880
0.030601	-35.068561	-0.003852	35.068574	-89.950003	90.006293	-25.905399	-25.808416	-18.498665
-0.143136	-36.325476	0.274986	36.326799	-90.225766	89.566279	-25.894766	-25.798986	-18.498808
-0.237512	-37.683202	-0.282690	37.685011	-90.361123	90.429802	-25.880671	-25.786860	-18.498455
0.107818	-38.403891	0.013307	38.404045	-89.839144	89.980147	-25.875591	-25.782803	-18.498943
0.135702	-39.283303	-0.027446	39.283547	-89.802076	90.040030	-25.871920	-25.779869	-18.498762

-4.087620	38.248647	0.036901	38.466466	96.100028	89.945036	-25.934441	-25.875776	-18.499228
-3.939622	38.235777	0.453013	38.440870	95.882709	89.324772	-25.930958	-25.871979	-18.498980
-3.802348	37.705985	-0.123967	37.897421	95.758355	90.187421	-25.931635	-25.872328	-18.498938
-3.635045	37.159034	0.142002	37.336678	95.587125	89.782088	-25.941635	-25.883499	-18.499832
-3.439858	36.599213	-0.057475	36.760554	95.369298	90.089581	-25.953686	-25.899115	-18.499071
-3.729421	35.820612	-0.057475	36.014277	95.943868	90.091437	-25.962044	-25.908327	-18.498739
-3.667218	34.874708	0.073365	35.067066	96.002826	89.880130	-25.980040	-25.928165	-18.499292
-3.304729	33.624228	-0.199038	33.786825	95.613240	90.337532	-25.995235	-25.947569	-18.499346
-2.927226	31.985519	-0.147561	32.119524	95.228984	90.263224	-26.029181	-25.985130	-18.499636
-3.122412	31.369930	0.103393	31.525112	95.684224	89.812086	-26.041273	-26.001110	-18.499350
-3.716551	30.308201	0.011162	30.535225	96.991008	89.979055	-26.084312	-26.050690	-18.498817
-3.343337	29.791279	0.090524	29.978432	96.403248	89.826987	-26.097851	-26.066494	-18.498922
-2.721314	28.826071	-0.093938	28.954391	95.393003	90.185888	-26.133741	-26.105192	-18.498690
-3.051630	27.296752	-0.211908	27.467618	96.378874	90.442031	-26.242037	-26.219069	-18.498257
-2.534708	26.185690	0.026177	26.308094	95.528859	89.942990	-26.320185	-26.299841	-18.497955
-2.320217	25.565812	-0.147561	25.671306	95.185654	90.329343	-26.396549	-26.403034	-18.498125
-2.395289	24.501938	0.294290	24.620500	95.583445	89.315124	-26.327969	-26.371689	-18.499264
-2.356680	23.674004	0.064785	23.791104	95.684904	89.843979	-26.323961	-26.362255	-18.499971
-1.919119	23.326530	0.386521	23.408533	94.703244	89.053891	-26.341129	-26.380447	-18.500111
-2.358825	22.166135	0.131277	22.291676	96.074311	89.662579	-26.400051	-26.453161	-18.500418
-2.689141	21.192347	-0.111097	21.362570	97.231731	90.297971	-26.475185	-26.547192	-18.500702
-2.639808	19.399205	-0.070344	19.578118	97.749107	90.205864	-26.612514	-26.728987	-18.500893
-2.285898	18.809356	-0.377066	18.951500	96.929168	91.140052	-26.686291	-26.825579	-18.501562
-1.996336	17.814119	-0.175444	17.926488	96.394163	90.560756	-26.769283	-26.939175	-18.501503
-2.022075	17.209255	0.167741	17.328456	96.701484	89.445364	-26.915173	-27.137720	-18.501654
-1.904105	16.104628	0.030467	16.216830	96.742971	89.892358	-27.111971	-27.412512	-18.502060
-2.097147	14.879886	-0.128257	15.027491	98.022333	90.489014	-27.332979	-27.724081	-18.502298
-1.031128	13.543609	0.399391	13.588675	94.353752	88.315753	-27.791677	-28.386490	-18.502605
-1.453675	12.402519	0.114118	12.487941	96.685023	89.476410	-28.253839	-29.087233	-18.503460
-1.129794	11.604613	-0.231212	11.661773	95.560637	91.136049	-28.693676	-29.749048	-18.503723
-1.483703	10.390596	-0.091793	10.496394	98.126494	90.501070	-29.903629	-31.758383	-18.504009
-1.438660	9.637734	0.195624	9.746483	98.490063	88.849923	-30.858282	-33.439831	-18.503292
-0.630030	8.678960	-0.078924	8.702156	94.151980	90.519648	-31.744507	-34.943527	-18.502459
-0.902433	7.518566	0.320029	7.579290	96.844318	87.580016	-32.228920	-36.633598	-18.501497
-1.028983	6.703501	-0.042460	6.782148	98.726749	90.358708	-31.451061	-35.744747	-18.500843
-0.782319	5.648207	-0.256951	5.707914	97.885720	92.580134	-29.210064	-32.559845	-18.500841
-0.063775	4.232568	0.285710	4.242680	90.863247	86.138666	-26.994089	-28.587584	-18.502211
-0.396235	3.381040	0.028322	3.404297	96.684194	89.523329	-26.252562	-27.067059	-18.501118
-0.091659	2.744003	0.285710	2.760359	91.913154	84.058970	-26.038786	-26.553190	-18.500280
0.272976	2.001865	0.169886	2.027521	82.235004	85.193564	-25.910110	-26.119247	-18.500326
0.170020	1.053816	-0.046750	1.068467	80.835021	92.507741	-25.953629	-25.844347	-18.499918
0.109963	0.204433	-0.108952	0.256428	61.724613	115.143384	-26.125834	-25.815735	-18.500217
0.223643	-0.906629	-0.220488	0.959482	-76.143195	103.285205	-26.638718	-25.997631	-18.499540
0.568973	-2.120646	-0.252661	2.210137	-74.981163	96.564360	-27.523249	-26.455252	-18.499609
0.384511	-3.343243	-0.276255	3.376602	-83.439165	94.692873	-30.978970	-28.295340	-18.498215
0.751290	-4.188336	0.009017	4.255194	-79.830624	89.878580	-32.134212	-30.389076	-18.503139
0.759869	-5.211457	0.174175	5.269442	-81.704305	88.105809	-30.720495	-29.431246	-18.503996
0.920737	-5.867798	-0.271965	5.945820	-81.082229	92.621657	-29.680841	-28.703176	-18.503195
1.060156	-6.762225	-0.046750	6.844983	-81.089908	90.391324	-28.931955	-28.166904	-18.503302
0.995809	-7.733867	-0.149706	7.799151	-82.662991	91.099867	-28.490650	-27.845005	-18.503588
0.989374	-9.492691	0.124842	9.544927	-84.049838	89.250581	-27.668224	-27.223328	-18.502995
0.796333	-10.419291	0.045481	10.449777	-85.629455	89.750629	-27.450396	-27.060150	-18.502584
1.536326	-11.255804	0.174175	11.361504	-82.227621	89.121604	-27.305864	-26.944757	-18.502457
1.073026	-12.094463	-0.003852	12.141970	-84.929969	90.018177	-27.074635	-26.768824	-18.502365
1.317545	-13.048947	-0.005997	13.115295	-84.234416	90.026198	-26.961882	-26.678917	-18.502537
1.725078	-14.192182	0.180610	14.297781	-83.069624	89.276219	-26.773972	-26.529627	-18.501688
1.735802	-15.108057	-0.053185	15.207539	-83.445884	90.200379	-26.670919	-26.446558	-18.501945
1.622122	-15.985324	-0.149706	16.068114	-84.205705	90.533829	-26.605370	-26.392399	-18.501947
1.795859	-16.738187	0.060495	16.834359	-83.876096	89.794104	-26.515198	-26.318939	-18.501368
1.969597	-17.621888	0.384376	17.735783	-83.622525	88.758168	-26.449106	-26.263123	-18.501181
1.840902	-18.745819	0.204204	18.837101	-84.391345	89.378872	-26.401581	-26.220972	-18.500694
2.188377	-19.972706	-0.128257	20.092646	-83.747136	90.365736	-26.391233	-26.195444	-18.500975
2.411448	-21.068754	-0.040315	21.206345	-83.470561	90.108925	-26.471508	-26.225899	-18.499228
2.473650	-22.263467	-0.342747	22.403088	-83.659982	90.876608	-26.427927	-26.169077	-18.498611
2.426462	-23.044213	-0.076779	23.171736	-83.989136	90.189848	-26.303175	-26.091860	-18.498938
2.542287	-24.052319	0.028322	24.186320	-83.966342	89.932908	-26.188005	-26.025595	-18.499781
2.638808	-24.888833	0.247102	25.029550	-83.947895	89.434343	-26.133408	-25.988857	-18.499826
2.795386	-26.147893	0.150581	26.297323	-83.897872	89.671916	-26.091642	-25.956881	-18.499907
2.655967	-27.003711	-0.280545	27.135462	-84.382704	90.592373	-26.057060	-25.931950	-18.499865
3.031326	-28.056860	-0.306284	28.221803	-83.833556	90.621828	-26.032341	-25.912163	-18.500376
3.153586	-28.809723	0.026177	28.981820	-83.753129	89.948250	-26.016905	-25.899113	-18.500175
3.119267	-30.047334	0.043336	30.208839	-84.073253	89.917806	-25.991123	-25.876972	-18.500471
3.599726	-31.014687	-0.008142	31.222891	-83.379575	90.014941	-25.981365	-25.868446	-18.499699
3.449583	-31.780419	0.206349	31.967753	-83.805124	89.630158	-25.967676	-25.858290	-18.499451
3.704827	-32.771366	0.071220	32.980194	-83.550055	89.876271	-25.953030	-25.845913	-18.499788
3.494626	-33.680806	-0.181879	33.862106	-84.076348	90.307747	-25.938517	-25.833454	-18.499441
3.842101	-34.682478	0.422985	34.897205	-83.678588	89.305508	-25.923302	-25.820755	-18.499640
3.595436	-35.787105	0.210639	35.967880	-84.262895	89.664457	-25.910326	-25.809137	-18.499739
3.649059	-37.198453	0.172030	37.377402	-84.397378	89.736294	-25.889992	-25.792824	-18.499359
4.009403	-38.002794	-0.085358	38.213805	-83.977411	90.127982	-25.886280	-25.788879	-18.499531
3.878564	-38.895075	-0.274110	39.088940	-84.305368	90.401789	-25.878008	-25.780895	-18.499548

-8.188682	37.407843	-0.029591	38.293630	102.347443	90.044274	-25.965399	-25.915142	-18.500687
-8.019235	37.862564	0.122698	38.702673	101.958438	89.818357	-25.960836	-25.910860	-18.500965
-8.265899	37.611609	-0.036026	38.509214	102.394842	90.053600	-25.963701	-25.914787	-18.500368
-8.233725	36.916660	0.167741	37.824095	102.573204	89.745906	-25.972126	-25.924870	-18.500591
-7.665325	36.009364	0.047626	36.816216	102.017199	89.925882	-25.980869	-25.934759	-18.500481
-7.206315	35.089199	-0.169010	35.821941	101.605541	90.270325	-25.997499	-25.954357	-18.500027
-7.084055	33.662836	-0.211908	34.400803	101.884000	90.352943	-26.027565	-25.987160	-18.500538
-7.023998	33.388288	-0.036026	34.119138	101.880252	90.060497	-26.043175	-26.006296	-18.500124
-6.880289	32.328704	0.126987	33.052982	102.014600	89.779873	-26.077343	-26.045359	-18.500538
-6.667943	31.423553	-0.005997	32.123219	101.980217	90.010696	-26.111477	-26.081743	-18.500301
-6.391250	30.705009	-0.029591	31.363140	101.758226	90.054058	-26.133150	-26.105919	-18.500282
-6.307599	29.638991	-0.036026	30.302753	102.014124	90.068116	-26.184814	-26.158283	-18.499783
-5.859313	28.379930	0.086234	28.978603	101.665368	89.829500	-26.302502	-26.303665	-18.499096
-5.949399	26.895655	-0.164720	27.546301	102.473146	90.342616	-26.264090	-26.299145	-18.500719
-5.571896	26.194270	0.017597	26.780331	102.008647	89.962351	-26.251322	-26.280085	-18.500626
-5.125755	25.016716	0.084089	25.536572	101.579254	89.811331	-26.275352	-26.305037	-18.501623
-5.054973	24.574865	-0.008142	25.089377	101.623439	90.018593	-26.303265	-26.339600	-18.501860
-4.911264	23.513136	-0.051040	24.020631	101.797932	90.121744	-26.343321	-26.389002	-18.502209
-4.544485	22.288395	-0.218343	22.748023	101.524338	90.549951	-26.427496	-26.496424	-18.501974
-4.625992	21.361795	-0.136836	21.857374	102.218982	90.358698	-26.477407	-26.560898	-18.502037
-4.130518	20.495252	-0.121822	20.907687	101.394494	90.333844	-26.545492	-26.649969	-18.501808
-3.890289	19.056020	0.107683	19.449366	101.538388	89.682775	-26.703972	-26.853340	-18.502144
-3.991099	18.446866	-0.031736	18.873705	102.208147	90.096342	-26.778343	-26.962698	-18.502748
-4.220604	17.638236	-0.085358	18.136377	103.457112	90.269662	-26.858492	-27.074253	-18.503067
-3.626465	16.638710	-0.254806	17.031231	102.295529	90.857240	-27.031073	-27.318138	-18.503531
-3.096673	15.742139	0.184900	16.044890	101.128695	89.339714	-27.193806	-27.547228	-18.503180
-2.922936	14.635367	0.075510	14.924584	101.294356	89.710116	-27.403698	-27.847128	-18.503803
-2.616214	13.948997	-0.117532	14.192706	100.622739	90.474481	-27.754585	-28.354557	-18.504175
-2.961544	12.803616	-0.005997	13.141665	103.023774	90.026145	-28.112127	-28.907249	-18.504826
-2.315927	11.705424	-0.203328	11.934061	101.191478	90.976232	-28.750288	-29.914801	-18.504890
-1.977032	10.787404	-0.040315	10.967149	100.385472	90.210620	-29.389353	-30.948545	-18.505068
-1.734657	9.569097	0.049771	9.725180	100.274829	89.706775	-30.333538	-32.585361	-18.504658
-1.766831	7.960416	-0.111097	8.154892	102.514057	90.780587	-31.768677	-35.354698	-18.503052
-1.661730	7.469233	0.362927	7.660451	102.542703	87.284497	-32.176922	-36.576073	-18.501827
-1.569499	6.671327	0.437999	6.867444	103.238692	86.343249	-31.137068	-35.402519	-18.501139
-0.657914	5.727568	0.133422	5.766775	96.552729	88.674267	-29.794666	-33.374470	-18.501131
-1.161967	4.966126	0.090524	5.101056	103.169078	88.983169	-27.834103	-30.269693	-18.502050
-0.853101	3.977324	-0.276255	4.077157	102.106006	93.885156	-26.462891	-27.561852	-18.501774
-0.898144	2.771887	-0.162575	2.918295	107.953303	93.193539	-26.078005	-26.679419	-18.501438
-0.190324	1.549290	0.384376	1.607566	97.003479	76.166305	-25.877871	-25.972050	-18.500790
-0.194614	0.740660	0.442289	0.884348	104.722122	59.991410	-25.951296	-25.815571	-18.500767
-0.085224	-0.359677	0.047626	0.372692	-103.330134	82.658169	-26.146133	-25.803440	-18.500576
0.292280	-1.417117	0.217073	1.463136	-78.346182	81.468000	-26.479218	-25.920988	-18.500189
0.817782	-2.354441	-0.181879	2.499048	-70.846049	94.173643	-27.388407	-26.401566	-18.500425
0.526075	-2.952870	0.403680	3.026409	-79.898339	82.334704	-28.293945	-26.903021	-18.501421
0.779174	-4.029613	0.137712	4.106563	-79.056238	88.078249	-33.304138	-31.100992	-18.503557
1.040852	-4.666650	0.062640	4.781728	-77.426521	89.249409	-31.753599	-30.090164	-18.503510
0.948621	-6.221708	0.120553	6.294765	-81.330902	88.902647	-29.987438	-28.906870	-18.503500
1.774410	-7.682390	-0.267675	7.889188	-76.994399	91.944385	-28.792349	-28.042061	-18.502918
2.235565	-8.353745	0.184900	8.649682	-75.018009	88.775124	-28.389042	-27.746574	-18.504309
2.104726	-9.220288	0.159161	9.458801	-77.141348	89.035852	-28.029524	-27.480904	-18.503792
2.555156	-10.005324	0.006873	10.326441	-75.674024	89.961868	-27.605013	-27.163170	-18.503868
2.664547	-10.822533	-0.005997	11.145720	-76.168661	90.030827	-27.463964	-27.058455	-18.503595
2.407158	-11.714815	0.049771	11.959673	-78.388494	89.761560	-27.245457	-26.891270	-18.503586
2.906921	-12.609241	-0.010287	12.939986	-77.017910	90.045547	-27.055250	-26.744715	-18.502935
3.198629	-13.936938	0.309304	14.302627	-77.074052	88.760841	-26.894703	-26.619438	-18.503376
3.022746	-14.548237	0.214929	14.860497	-78.262425	89.171298	-26.768810	-26.520929	-18.502829
3.136426	-15.706486	0.000438	16.016581	-78.707154	89.998434	-26.644526	-26.421780	-18.502798
3.425989	-16.564449	-0.166865	16.915857	-78.314408	90.565198	-26.563173	-26.355358	-18.502487
3.569697	-17.658352	0.122698	18.015970	-78.571476	89.609785	-26.484781	-26.291018	-18.503115
3.453872	-18.947441	0.225653	19.260988	-79.669153	89.328733	-26.415897	-26.231985	-18.502443
4.060881	-19.668129	-0.138981	20.083460	-78.334062	90.396500	-26.378748	-26.200325	-18.502995
4.313980	-20.558266	0.088379	21.006202	-78.148911	89.758940	-26.346943	-26.171219	-18.502794
4.805164	-21.637154	-0.074634	22.164422	-77.478996	90.192931	-26.328920	-26.148222	-18.502853
4.953162	-22.737491	0.015452	23.270745	-77.710615	89.961955	-26.356283	-26.152622	-18.502680
4.978901	-24.198173	0.202059	24.705907	-78.373352	89.531397	-26.348042	-26.106483	-18.500454
5.804690	-24.479156	0.320029	25.160006	-76.659965	89.271192	-26.319082	-26.087898	-18.500828
5.789676	-25.763955	-0.091793	26.406631	-77.334887	90.199169	-26.222618	-26.033745	-18.501720
6.111412	-26.765626	-0.100373	27.454657	-77.138111	90.209471	-26.147280	-25.986341	-18.501579
5.545157	-27.383359	-0.250516	27.940292	-78.552351	90.513728	-26.099264	-25.958118	-18.501986
6.038485	-28.395756	0.109828	29.030920	-77.994631	89.783241	-26.061638	-25.928679	-18.502113
5.821850	-29.807104	-0.226922	30.371185	-78.948266	90.428097	-26.025454	-25.901207	-18.502041
6.233672	-30.770167	-0.018866	31.395258	-78.547551	90.034431	-26.010845	-25.889441	-18.502178
6.518944	-31.561638	-0.151851	32.228197	-78.329868	90.269963	-25.991451	-25.874859	-18.501692
6.967230	-32.426036	0.079799	33.166194	-77.873497	89.862144	-25.977049	-25.862919	-18.502245
7.113084	-33.474895	0.041191	34.222306	-78.003644	89.931037	-25.965113	-25.852289	-18.502047
7.078765	-34.485146	0.017597	35.204184	-78.400030	89.971360	-25.950886	-25.840139	-18.502495
7.554934	-35.360268	-0.025301	36.158350	-77.939742	90.040091	-25.937473	-25.828892	-18.502050
7.975336	-36.621474	0.146292	37.480124	-77.714094	89.776364	-25.920942	-25.815212	-18.501692
